Index: 1, Salutary Label: 1, Ground Truth: 1, Influence Score: -9.640733878768515e-06
Index: 7134, Salutary Label: 4, Ground Truth: 4, Influence Score: 5053.59765625
Index: 7149, Salutary Label: 9, Ground Truth: 9, Influence Score: 4393.408203125
Index: 7151, Salutary Label: 1, Ground Truth: 1, Influence Score: 8.512264251708984
Index: 7167, Salutary Label: 7, Ground Truth: 7, Influence Score: 1356.962890625
Index: 7175, Salutary Label: 5, Ground Truth: 5, Influence Score: 4900.857421875
Index: 7181, Salutary Label: 1, Ground Truth: 1, Influence Score: 373.837890625
Index: 7207, Salutary Label: 7, Ground Truth: 7, Influence Score: 925.935546875
Index: 7231, Salutary Label: 1, Ground Truth: 1, Influence Score: 12694.8115234375
Index: 7260, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.00034852619864977896
Index: 7300, Salutary Label: 0, Ground Truth: 0, Influence Score: 96.96040344238281
Index: 7331, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.3385736346244812
Index: 7389, Salutary Label: 9, Ground Truth: 9, Influence Score: 1354126.875
Index: 7417, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.16139325499534607
Index: 7427, Salutary Label: 7, Ground Truth: 7, Influence Score: 41.30881118774414
Index: 7437, Salutary Label: 7, Ground Truth: 7, Influence Score: 1236.1295166015625
Index: 7463, Salutary Label: 3, Ground Truth: 6, Influence Score: 1287613.25
Index: 7487, Salutary Label: 7, Ground Truth: 7, Influence Score: 21560.166015625
Index: 7497, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.06549151986837387
Index: 7549, Salutary Label: 9, Ground Truth: 8, Influence Score: 1693975.5
Index: 7568, Salutary Label: 8, Ground Truth: 8, Influence Score: 6.486080646514893
Index: 7588, Salutary Label: 8, Ground Truth: 8, Influence Score: 9.899253845214844
Index: 7591, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.6343044484965503e-06
Index: 7605, Salutary Label: 5, Ground Truth: 5, Influence Score: 76501.5703125
Index: 7629, Salutary Label: 9, Ground Truth: 9, Influence Score: 143105.375
Index: 7649, Salutary Label: 9, Ground Truth: 9, Influence Score: 18815.45703125
Index: 7665, Salutary Label: 5, Ground Truth: 5, Influence Score: 29974.787109375
Index: 7698, Salutary Label: 8, Ground Truth: 8, Influence Score: 480.5553283691406
Index: 7708, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.5529717206954956
Index: 7710, Salutary Label: 0, Ground Truth: 0, Influence Score: 28.860591888427734
Index: 7731, Salutary Label: 1, Ground Truth: 1, Influence Score: 33.73788833618164
Index: 7741, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0716945081949234
Index: 7757, Salutary Label: 7, Ground Truth: 7, Influence Score: 46.8797721862793
Index: 7771, Salutary Label: 1, Ground Truth: 2, Influence Score: 250830.5
Index: 7821, Salutary Label: 1, Ground Truth: 1, Influence Score: 232044.5625
Index: 7861, Salutary Label: 1, Ground Truth: 1, Influence Score: 82.63429260253906
Index: 7891, Salutary Label: 1, Ground Truth: 1, Influence Score: 8.600690841674805
Index: 7907, Salutary Label: 7, Ground Truth: 7, Influence Score: 260.0638427734375
Index: 7918, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.06827840209007263
Index: 7947, Salutary Label: 7, Ground Truth: 7, Influence Score: 2348.30224609375
Index: 7977, Salutary Label: 7, Ground Truth: 7, Influence Score: 219.52442932128906
Index: 8007, Salutary Label: 7, Ground Truth: 7, Influence Score: 371.362548828125
Index: 8017, Salutary Label: 7, Ground Truth: 3, Influence Score: 926.5464477539062
Index: 8037, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.010510471649467945
Index: 8045, Salutary Label: 5, Ground Truth: 5, Influence Score: 14.18713092803955
Index: 8070, Salutary Label: 0, Ground Truth: 0, Influence Score: 3125.58935546875
Index: 8080, Salutary Label: 0, Ground Truth: 0, Influence Score: 2827.233642578125
Index: 8100, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.0011389912106096745
Index: 8117, Salutary Label: 7, Ground Truth: 7, Influence Score: 5.528497219085693
Index: 8123, Salutary Label: 3, Ground Truth: 8, Influence Score: -7.151136742322706e-06
Index: 8141, Salutary Label: 1, Ground Truth: 9, Influence Score: 72306.578125
Index: 8173, Salutary Label: 3, Ground Truth: 2, Influence Score: 1063838.25
Index: 8191, Salutary Label: 1, Ground Truth: 7, Influence Score: 764059.0625
Index: 8205, Salutary Label: 5, Ground Truth: 5, Influence Score: 37.35243225097656
Index: 8239, Salutary Label: 9, Ground Truth: 9, Influence Score: 1767988.25
Index: 8241, Salutary Label: 1, Ground Truth: 1, Influence Score: 76943.2578125
Index: 8268, Salutary Label: 8, Ground Truth: 8, Influence Score: 232996.21875
Index: 8287, Salutary Label: 7, Ground Truth: 7, Influence Score: 200.73648071289062
Index: 8313, Salutary Label: 3, Ground Truth: 4, Influence Score: 1501642.625
Index: 8339, Salutary Label: 9, Ground Truth: 2, Influence Score: 1181937.875
Index: 8341, Salutary Label: 1, Ground Truth: 1, Influence Score: 24069.515625
Index: 8370, Salutary Label: 0, Ground Truth: 0, Influence Score: 51.569419860839844
Index: 8388, Salutary Label: 8, Ground Truth: 8, Influence Score: 38.35865020751953
Index: 8427, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.008557958528399467
Index: 8437, Salutary Label: 7, Ground Truth: 4, Influence Score: 245277.15625
Index: 8441, Salutary Label: 1, Ground Truth: 8, Influence Score: 1677.767822265625
Index: 8457, Salutary Label: 7, Ground Truth: 7, Influence Score: 1963.844482421875
Index: 8460, Salutary Label: 0, Ground Truth: 0, Influence Score: 8632.1005859375
Index: 8483, Salutary Label: 3, Ground Truth: 4, Influence Score: 949520.375
Index: 8491, Salutary Label: 1, Ground Truth: 1, Influence Score: 37819.421875
Index: 8567, Salutary Label: 7, Ground Truth: 4, Influence Score: 91.94335174560547
Index: 8589, Salutary Label: 9, Ground Truth: 9, Influence Score: 17350.57421875
Index: 8601, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.379286050796509
Index: 8619, Salutary Label: 9, Ground Truth: 9, Influence Score: 16129.1552734375
Index: 8677, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.08266082406044006
Index: 8687, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.08369757980108261
Index: 8709, Salutary Label: 9, Ground Truth: 9, Influence Score: 52.08271789550781
Index: 8748, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.0007918049232102931
Index: 8753, Salutary Label: 3, Ground Truth: 6, Influence Score: 534324.1875
Index: 8761, Salutary Label: 1, Ground Truth: 1, Influence Score: 1405464.875
Index: 8797, Salutary Label: 7, Ground Truth: 7, Influence Score: 129.64381408691406
Index: 8811, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.08112863451242447
Index: 8847, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.013471676036715508
Index: 8876, Salutary Label: 6, Ground Truth: 6, Influence Score: 35.58885192871094
Index: 8887, Salutary Label: 7, Ground Truth: 4, Influence Score: 10.809748649597168
Index: 8899, Salutary Label: 9, Ground Truth: 9, Influence Score: 169.64010620117188
Index: 8903, Salutary Label: 3, Ground Truth: 3, Influence Score: 2259.619140625
Index: 8937, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.050638288259506226
Index: 8955, Salutary Label: 5, Ground Truth: 5, Influence Score: 1437846.25
Index: 8987, Salutary Label: 7, Ground Truth: 7, Influence Score: 1321.373779296875
Index: 9011, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.00031975560705177486
Index: 9031, Salutary Label: 1, Ground Truth: 1, Influence Score: 7081.01953125
Index: 9047, Salutary Label: 7, Ground Truth: 7, Influence Score: 13.848489761352539
Index: 9057, Salutary Label: 7, Ground Truth: 7, Influence Score: 1423.77587890625
Index: 9095, Salutary Label: 5, Ground Truth: 4, Influence Score: 899446.9375
Index: 9117, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0026068990118801594
Index: 9150, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.018337344750761986
Index: 9171, Salutary Label: 1, Ground Truth: 1, Influence Score: 70076.703125
Index: 9221, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.005626379512250423
Index: 9245, Salutary Label: 5, Ground Truth: 5, Influence Score: 27773.33203125
Index: 9257, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.007351502776145935
Index: 9271, Salutary Label: 1, Ground Truth: 1, Influence Score: 473712.6875
Index: 9339, Salutary Label: 9, Ground Truth: 9, Influence Score: 111.41986846923828
Index: 9343, Salutary Label: 3, Ground Truth: 3, Influence Score: 351062.0
Index: 9351, Salutary Label: 1, Ground Truth: 1, Influence Score: 811.6797485351562
Index: 9369, Salutary Label: 9, Ground Truth: 8, Influence Score: 752762.5
Index: 9371, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0001895169261842966
Index: 9381, Salutary Label: 1, Ground Truth: 1, Influence Score: 5305.6435546875
Index: 9399, Salutary Label: 9, Ground Truth: 9, Influence Score: 29048.6015625
Index: 9415, Salutary Label: 5, Ground Truth: 5, Influence Score: 302676.125
Index: 9431, Salutary Label: 1, Ground Truth: 0, Influence Score: 452232.5
Index: 9480, Salutary Label: 0, Ground Truth: 0, Influence Score: 694.3812255859375
Index: 9518, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.05889942869544029
Index: 9537, Salutary Label: 7, Ground Truth: 4, Influence Score: 252548.671875
Index: 9540, Salutary Label: 0, Ground Truth: 0, Influence Score: 1323.2998046875
Index: 9558, Salutary Label: 8, Ground Truth: 8, Influence Score: 7.656052589416504
Index: 9581, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.4136805534362793
Index: 9595, Salutary Label: 5, Ground Truth: 4, Influence Score: 1747655.75
Index: 9609, Salutary Label: 9, Ground Truth: 9, Influence Score: 18988.8359375
Index: 9620, Salutary Label: 0, Ground Truth: 0, Influence Score: 506.63250732421875
Index: 9637, Salutary Label: 7, Ground Truth: 5, Influence Score: 8239.92578125
Index: 9657, Salutary Label: 7, Ground Truth: 7, Influence Score: 1041965.75
Index: 9667, Salutary Label: 7, Ground Truth: 7, Influence Score: 264.9820861816406
Index: 9691, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.11296430230140686
Index: 9708, Salutary Label: 8, Ground Truth: 8, Influence Score: 36.009613037109375
Index: 9711, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0001146959257312119
Index: 9721, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.008819467388093472
Index: 9751, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.1613687425851822
Index: 9769, Salutary Label: 9, Ground Truth: 8, Influence Score: 734255.75
Index: 9779, Salutary Label: 9, Ground Truth: 9, Influence Score: 1280598.5
Index: 9793, Salutary Label: 3, Ground Truth: 6, Influence Score: 1291303.5
Index: 9809, Salutary Label: 9, Ground Truth: 9, Influence Score: 71103.78125
Index: 9819, Salutary Label: 9, Ground Truth: 9, Influence Score: 702.720703125
Index: 9829, Salutary Label: 9, Ground Truth: 9, Influence Score: 565608.3125
Index: 9840, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.05698217824101448
Index: 9858, Salutary Label: 8, Ground Truth: 8, Influence Score: -0.00021740254305768758
Index: 9861, Salutary Label: 1, Ground Truth: 8, Influence Score: 1525963.5
Index: 9877, Salutary Label: 7, Ground Truth: 7, Influence Score: 3286.861328125
Index: 9905, Salutary Label: 5, Ground Truth: 5, Influence Score: 9423.75390625
Index: 9911, Salutary Label: 1, Ground Truth: 1, Influence Score: 44960.9765625
Index: 9947, Salutary Label: 7, Ground Truth: 7, Influence Score: 2.9714243282796815e-05
Index: 9975, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.031289417296648026
Index: 10003, Salutary Label: 3, Ground Truth: 3, Influence Score: 1773025.25
Index: 10039, Salutary Label: 9, Ground Truth: 9, Influence Score: 44408.171875
Index: 10046, Salutary Label: 6, Ground Truth: 6, Influence Score: 3286.9931640625
Index: 10059, Salutary Label: 9, Ground Truth: 9, Influence Score: 1701.353271484375
Index: 10078, Salutary Label: 8, Ground Truth: 8, Influence Score: 546.1240234375
Index: 10119, Salutary Label: 9, Ground Truth: 4, Influence Score: 152229.0
Index: 10128, Salutary Label: 8, Ground Truth: 8, Influence Score: 9395.0859375
Index: 10148, Salutary Label: 8, Ground Truth: 4, Influence Score: 692853.375
Index: 10153, Salutary Label: 3, Ground Truth: 4, Influence Score: 908183.375
Index: 10169, Salutary Label: 9, Ground Truth: 9, Influence Score: 19896.1796875
Index: 10173, Salutary Label: 3, Ground Truth: 6, Influence Score: 47211.5703125
Index: 10187, Salutary Label: 7, Ground Truth: 7, Influence Score: 70448.359375
Index: 10250, Salutary Label: 0, Ground Truth: 2, Influence Score: 25.51837158203125
Index: 10285, Salutary Label: 5, Ground Truth: 5, Influence Score: 26.375137329101562
Index: 10299, Salutary Label: 9, Ground Truth: 9, Influence Score: 2646.697265625
Index: 10301, Salutary Label: 1, Ground Truth: 9, Influence Score: 968.5819091796875
Index: 10329, Salutary Label: 9, Ground Truth: 9, Influence Score: 443878.375
Index: 10338, Salutary Label: 8, Ground Truth: 8, Influence Score: 76.67058563232422
Index: 10367, Salutary Label: 7, Ground Truth: 7, Influence Score: 85847.234375
Index: 10385, Salutary Label: 5, Ground Truth: 2, Influence Score: 428206.75
Index: 10409, Salutary Label: 9, Ground Truth: 9, Influence Score: 79839.0546875
Index: 10413, Salutary Label: 3, Ground Truth: 0, Influence Score: 1684429.75
Index: 10449, Salutary Label: 9, Ground Truth: 9, Influence Score: 288941.78125
Index: 10455, Salutary Label: 5, Ground Truth: 5, Influence Score: 1410337.75
Index: 10491, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.563239599519875e-06
Index: 10505, Salutary Label: 5, Ground Truth: 5, Influence Score: 2175.21337890625
Index: 10517, Salutary Label: 7, Ground Truth: 4, Influence Score: 136850.28125
Index: 10531, Salutary Label: 1, Ground Truth: 0, Influence Score: 49975.296875
Index: 10540, Salutary Label: 0, Ground Truth: 0, Influence Score: 5859.7470703125
Index: 10558, Salutary Label: 8, Ground Truth: 8, Influence Score: -0.015573974698781967
Index: 10581, Salutary Label: 1, Ground Truth: 1, Influence Score: 1411438.625
Index: 10621, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.07125859707593918
Index: 10658, Salutary Label: 8, Ground Truth: 0, Influence Score: 187.25244140625
Index: 10681, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.107391834259033
Index: 10695, Salutary Label: 5, Ground Truth: 5, Influence Score: 775.9520263671875
Index: 10701, Salutary Label: 1, Ground Truth: 1, Influence Score: 6.58522367477417
Index: 10779, Salutary Label: 9, Ground Truth: 9, Influence Score: 418040.6875
Index: 10819, Salutary Label: 9, Ground Truth: 9, Influence Score: 737.2836303710938
Index: 10825, Salutary Label: 5, Ground Truth: 7, Influence Score: 1337490.25
Index: 10858, Salutary Label: 8, Ground Truth: 8, Influence Score: 56905.171875
Index: 10865, Salutary Label: 5, Ground Truth: 5, Influence Score: 10541.1806640625
Index: 10879, Salutary Label: 9, Ground Truth: 2, Influence Score: 1425008.5
Index: 10891, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0044516162015497684
Index: 10909, Salutary Label: 9, Ground Truth: 8, Influence Score: 1509120.0
Index: 10910, Salutary Label: 0, Ground Truth: 0, Influence Score: 972.4306640625
Index: 10930, Salutary Label: 0, Ground Truth: 0, Influence Score: 16.38764190673828
Index: 10948, Salutary Label: 8, Ground Truth: 8, Influence Score: 71.41653442382812
Index: 10965, Salutary Label: 5, Ground Truth: 3, Influence Score: 1274769.875
Index: 10977, Salutary Label: 7, Ground Truth: 4, Influence Score: 2232.600830078125
Index: 10981, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.417396068572998
Index: 10998, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.12650322914123535
Index: 11035, Salutary Label: 5, Ground Truth: 4, Influence Score: 65429.421875
Index: 11099, Salutary Label: 9, Ground Truth: 9, Influence Score: 170.55335998535156
Index: 11119, Salutary Label: 9, Ground Truth: 1, Influence Score: 1694243.0
Index: 11138, Salutary Label: 8, Ground Truth: 8, Influence Score: 841965.125
Index: 11208, Salutary Label: 8, Ground Truth: 8, Influence Score: 820430.0625
Index: 11217, Salutary Label: 7, Ground Truth: 7, Influence Score: 6.5448713302612305
Index: 11221, Salutary Label: 1, Ground Truth: 7, Influence Score: 1314073.5
Index: 11261, Salutary Label: 1, Ground Truth: 1, Influence Score: 7542.55126953125
Index: 11273, Salutary Label: 3, Ground Truth: 0, Influence Score: 1664033.25
Index: 11317, Salutary Label: 7, Ground Truth: 7, Influence Score: 24839.078125
Index: 11329, Salutary Label: 9, Ground Truth: 3, Influence Score: 1798307.5
Index: 11349, Salutary Label: 9, Ground Truth: 9, Influence Score: 7453.0927734375
Index: 11367, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.04615794122219086
Index: 11398, Salutary Label: 8, Ground Truth: 8, Influence Score: 220.1019744873047
Index: 11435, Salutary Label: 5, Ground Truth: 5, Influence Score: 233.284912109375
Index: 11448, Salutary Label: 8, Ground Truth: 8, Influence Score: 4648.71533203125
Index: 11523, Salutary Label: 3, Ground Truth: 6, Influence Score: 361633.875
Index: 11548, Salutary Label: 8, Ground Truth: 8, Influence Score: 45.266517639160156
Index: 11570, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.014475531876087189
Index: 11587, Salutary Label: 7, Ground Truth: 4, Influence Score: 484.6728515625
Index: 11611, Salutary Label: 1, Ground Truth: 1, Influence Score: 1490.6749267578125
Index: 11635, Salutary Label: 5, Ground Truth: 5, Influence Score: 11.06601333618164
Index: 11641, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0005414680927060544
Index: 11680, Salutary Label: 0, Ground Truth: 0, Influence Score: 36518.6484375
Index: 11691, Salutary Label: 1, Ground Truth: 1, Influence Score: 1016665.875
Index: 11701, Salutary Label: 1, Ground Truth: 9, Influence Score: 201.59783935546875
Index: 11710, Salutary Label: 0, Ground Truth: 0, Influence Score: 268.21820068359375
Index: 11755, Salutary Label: 5, Ground Truth: 4, Influence Score: 918772.1875
Index: 11769, Salutary Label: 9, Ground Truth: 9, Influence Score: 772.398193359375
Index: 11781, Salutary Label: 1, Ground Truth: 1, Influence Score: 191.52931213378906
Index: 11799, Salutary Label: 9, Ground Truth: 9, Influence Score: 134158.625
Index: 11818, Salutary Label: 8, Ground Truth: 8, Influence Score: 76863.4765625
Index: 11821, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.008548458106815815
Index: 11837, Salutary Label: 7, Ground Truth: 7, Influence Score: 8766.7138671875
Index: 11877, Salutary Label: 7, Ground Truth: 7, Influence Score: 327416.9375
Index: 11909, Salutary Label: 9, Ground Truth: 4, Influence Score: 1013035.5
Index: 11928, Salutary Label: 8, Ground Truth: 8, Influence Score: 215278.875
Index: 11938, Salutary Label: 8, Ground Truth: 8, Influence Score: 24267.73828125
Index: 11947, Salutary Label: 7, Ground Truth: 7, Influence Score: 72381.9375
Index: 11989, Salutary Label: 9, Ground Truth: 9, Influence Score: 107246.625
Index: 12005, Salutary Label: 5, Ground Truth: 5, Influence Score: -0.09810179471969604
Index: 12025, Salutary Label: 5, Ground Truth: 5, Influence Score: 164.1707763671875
Index: 12035, Salutary Label: 5, Ground Truth: 3, Influence Score: 195224.03125
Index: 12089, Salutary Label: 9, Ground Truth: 0, Influence Score: 1552727.0
Index: 12097, Salutary Label: 7, Ground Truth: 3, Influence Score: 450168.6875
Index: 12123, Salutary Label: 3, Ground Truth: 8, Influence Score: -4.682674625655636e-05
Index: 12139, Salutary Label: 9, Ground Truth: 9, Influence Score: 100711.671875
Index: 12147, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.00030254555167630315
Index: 12151, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.0037716408260166645
Index: 12165, Salutary Label: 5, Ground Truth: 4, Influence Score: 1865934.25
Index: 12189, Salutary Label: 9, Ground Truth: 9, Influence Score: 712.8512573242188
Index: 12198, Salutary Label: 8, Ground Truth: 8, Influence Score: 226.75198364257812
Index: 12248, Salutary Label: 8, Ground Truth: 8, Influence Score: 1.339656114578247
Index: 12271, Salutary Label: 1, Ground Truth: 8, Influence Score: 157062.828125
Index: 12297, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.8305244445800781
Index: 12325, Salutary Label: 5, Ground Truth: 2, Influence Score: 437764.375
Index: 12337, Salutary Label: 7, Ground Truth: 4, Influence Score: 20.057527542114258
Index: 12369, Salutary Label: 9, Ground Truth: 9, Influence Score: 37.47505187988281
Index: 12371, Salutary Label: 1, Ground Truth: 1, Influence Score: 1485.3896484375
Index: 12387, Salutary Label: 7, Ground Truth: 4, Influence Score: 1132.6331787109375
Index: 12415, Salutary Label: 5, Ground Truth: 5, Influence Score: 494.6808166503906
Index: 12421, Salutary Label: 1, Ground Truth: 8, Influence Score: 523137.0
Index: 12447, Salutary Label: 7, Ground Truth: 7, Influence Score: 8.906791687011719
Index: 12451, Salutary Label: 1, Ground Truth: 1, Influence Score: 9.684518814086914
Index: 12461, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.289135151542723e-05
Index: 12478, Salutary Label: 8, Ground Truth: 8, Influence Score: 7.578498840332031
Index: 12509, Salutary Label: 9, Ground Truth: 1, Influence Score: 618388.0
Index: 12517, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.013957096263766289
Index: 12530, Salutary Label: 0, Ground Truth: 0, Influence Score: 54.4931755065918
Index: 12579, Salutary Label: 9, Ground Truth: 0, Influence Score: 1966207.25
Index: 12587, Salutary Label: 7, Ground Truth: 7, Influence Score: 84.61225128173828
Index: 12611, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.002187068574130535
Index: 12625, Salutary Label: 5, Ground Truth: 3, Influence Score: 255.6976318359375
Index: 12645, Salutary Label: 5, Ground Truth: 5, Influence Score: 111194.765625
Index: 12655, Salutary Label: 5, Ground Truth: 5, Influence Score: 676.8203735351562
Index: 12677, Salutary Label: 7, Ground Truth: 7, Influence Score: 5521.54296875
Index: 12698, Salutary Label: 8, Ground Truth: 8, Influence Score: 0.005499287508428097
Index: 12701, Salutary Label: 1, Ground Truth: 1, Influence Score: 1155.490478515625
Index: 12717, Salutary Label: 7, Ground Truth: 7, Influence Score: 77.78257751464844
Index: 12738, Salutary Label: 8, Ground Truth: 0, Influence Score: 691.1383056640625
Index: 12741, Salutary Label: 1, Ground Truth: 9, Influence Score: 7.7859601974487305
Index: 12751, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.3267258107662201
Index: 12763, Salutary Label: 3, Ground Truth: 3, Influence Score: 66197.75
Index: 12770, Salutary Label: 0, Ground Truth: 0, Influence Score: 986.487548828125
Index: 12785, Salutary Label: 5, Ground Truth: 5, Influence Score: 88495.875
Index: 12805, Salutary Label: 5, Ground Truth: 5, Influence Score: 27.19131088256836
Index: 12816, Salutary Label: 6, Ground Truth: 6, Influence Score: 66.0766372680664
Index: 12837, Salutary Label: 7, Ground Truth: 4, Influence Score: 25213.19140625
Index: 12857, Salutary Label: 7, Ground Truth: 4, Influence Score: 844280.4375
Index: 12868, Salutary Label: 8, Ground Truth: 8, Influence Score: 4.897190093994141
Index: 12876, Salutary Label: 6, Ground Truth: 6, Influence Score: 206.77198791503906
Index: 12887, Salutary Label: 7, Ground Truth: 7, Influence Score: 926254.75
Index: 12925, Salutary Label: 5, Ground Truth: 5, Influence Score: 988288.625
Index: 12958, Salutary Label: 8, Ground Truth: 8, Influence Score: 10.118734359741211
Index: 12977, Salutary Label: 7, Ground Truth: 4, Influence Score: 1430781.875
Index: 12999, Salutary Label: 9, Ground Truth: 9, Influence Score: 163279.53125
Index: 13009, Salutary Label: 9, Ground Truth: 9, Influence Score: 265221.71875
Index: 13019, Salutary Label: 9, Ground Truth: 9, Influence Score: 693.478515625
Index: 13057, Salutary Label: 7, Ground Truth: 3, Influence Score: 125220.0234375
Index: 13089, Salutary Label: 9, Ground Truth: 9, Influence Score: 17.454944610595703
Index: 13097, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.02161564864218235
Index: 13101, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0047620804980397224
Index: 13127, Salutary Label: 7, Ground Truth: 7, Influence Score: 1.770569920539856
Index: 13131, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0354669913649559
Index: 13165, Salutary Label: 5, Ground Truth: 5, Influence Score: 164231.71875
Index: 13174, Salutary Label: 4, Ground Truth: 4, Influence Score: 0.0012715768534690142
Index: 13197, Salutary Label: 7, Ground Truth: 7, Influence Score: 587084.25
Index: 13208, Salutary Label: 8, Ground Truth: 8, Influence Score: 2.7305904950480908e-05
Index: 13225, Salutary Label: 5, Ground Truth: 4, Influence Score: 649342.0
Index: 13238, Salutary Label: 8, Ground Truth: 8, Influence Score: 33.80399703979492
Index: 13249, Salutary Label: 9, Ground Truth: 9, Influence Score: 1065882.125
Index: 13260, Salutary Label: 0, Ground Truth: 0, Influence Score: 459755.8125
Index: 13279, Salutary Label: 9, Ground Truth: 9, Influence Score: 67.0740737915039
Index: 13287, Salutary Label: 7, Ground Truth: 7, Influence Score: 2138.160400390625
Index: 13343, Salutary Label: 3, Ground Truth: 6, Influence Score: 746522.75
Index: 13369, Salutary Label: 9, Ground Truth: 8, Influence Score: 1642761.125
Index: 13389, Salutary Label: 9, Ground Truth: 9, Influence Score: 9112.7998046875
Index: 13415, Salutary Label: 5, Ground Truth: 5, Influence Score: 335511.75
Index: 13435, Salutary Label: 5, Ground Truth: 5, Influence Score: 30.51837921142578
Index: 13448, Salutary Label: 8, Ground Truth: 8, Influence Score: 352.01544189453125
Index: 13475, Salutary Label: 5, Ground Truth: 3, Influence Score: 1191393.625
Index: 13488, Salutary Label: 8, Ground Truth: 8, Influence Score: 183047.3125
Index: 13518, Salutary Label: 8, Ground Truth: 8, Influence Score: 702.5537719726562
Index: 13520, Salutary Label: 0, Ground Truth: 0, Influence Score: 24.266733169555664
Index: 13537, Salutary Label: 7, Ground Truth: 4, Influence Score: 299100.46875
Index: 13561, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.6604897104552947e-06
Index: 13587, Salutary Label: 7, Ground Truth: 7, Influence Score: 137646.96875
Index: 13599, Salutary Label: 9, Ground Truth: 0, Influence Score: 1148596.0
Index: 13601, Salutary Label: 1, Ground Truth: 9, Influence Score: 835.3538818359375
Index: 13628, Salutary Label: 8, Ground Truth: 8, Influence Score: 30.204214096069336
Index: 13665, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.016606440767645836
Index: 13673, Salutary Label: 3, Ground Truth: 7, Influence Score: 878011.0
Index: 13705, Salutary Label: 5, Ground Truth: 3, Influence Score: 208547.09375
Index: 13727, Salutary Label: 7, Ground Truth: 4, Influence Score: 429815.9375
Index: 13736, Salutary Label: 6, Ground Truth: 6, Influence Score: 19.37291145324707
Index: 13776, Salutary Label: 6, Ground Truth: 2, Influence Score: 1149.7987060546875
Index: 13783, Salutary Label: 3, Ground Truth: 2, Influence Score: 259547.546875
Index: 13813, Salutary Label: 3, Ground Truth: 2, Influence Score: 738835.0625
Index: 13821, Salutary Label: 1, Ground Truth: 1, Influence Score: 86074.4765625
Index: 13837, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0004474212764762342
Index: 13899, Salutary Label: 9, Ground Truth: 9, Influence Score: 36735.83984375
Index: 13917, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.0010568797588348389
Index: 13927, Salutary Label: 7, Ground Truth: 7, Influence Score: 13913.3974609375
Index: 13949, Salutary Label: 9, Ground Truth: 9, Influence Score: 10.311973571777344
