Index: 7, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.05311013385653496
Index: 9046, Salutary Label: 6, Ground Truth: 6, Influence Score: 29164.328125
Index: 9055, Salutary Label: 5, Ground Truth: 5, Influence Score: 493991.65625
Index: 9061, Salutary Label: 1, Ground Truth: 1, Influence Score: 29172.505859375
Index: 9080, Salutary Label: 0, Ground Truth: 8, Influence Score: 343144.0
Index: 9096, Salutary Label: 6, Ground Truth: 3, Influence Score: 993727.0
Index: 9119, Salutary Label: 9, Ground Truth: 9, Influence Score: 15.48503303527832
Index: 9142, Salutary Label: 2, Ground Truth: 2, Influence Score: 670123.0
Index: 9156, Salutary Label: 6, Ground Truth: 2, Influence Score: 914104.0625
Index: 9176, Salutary Label: 6, Ground Truth: 6, Influence Score: 24704.673828125
Index: 9189, Salutary Label: 9, Ground Truth: 9, Influence Score: 9.480485916137695
Index: 9198, Salutary Label: 8, Ground Truth: 8, Influence Score: 3233.06298828125
Index: 9228, Salutary Label: 8, Ground Truth: 8, Influence Score: 83234.203125
Index: 9311, Salutary Label: 1, Ground Truth: 1, Influence Score: 913383.125
Index: 9337, Salutary Label: 7, Ground Truth: 7, Influence Score: 7686.4658203125
Index: 9346, Salutary Label: 6, Ground Truth: 6, Influence Score: 4164.56787109375
Index: 9351, Salutary Label: 1, Ground Truth: 1, Influence Score: 714970.1875
Index: 9381, Salutary Label: 1, Ground Truth: 1, Influence Score: 4575.1962890625
Index: 9394, Salutary Label: 4, Ground Truth: 4, Influence Score: 1341156.75
Index: 9406, Salutary Label: 6, Ground Truth: 6, Influence Score: 826143.25
Index: 9471, Salutary Label: 1, Ground Truth: 1, Influence Score: 12927.78515625
Index: 9491, Salutary Label: 1, Ground Truth: 1, Influence Score: 215653.1875
Index: 9501, Salutary Label: 1, Ground Truth: 1, Influence Score: 2307.115966796875
Index: 9510, Salutary Label: 0, Ground Truth: 0, Influence Score: 388242.34375
Index: 9554, Salutary Label: 4, Ground Truth: 4, Influence Score: 1213136.875
Index: 9632, Salutary Label: 2, Ground Truth: 2, Influence Score: 51231.296875
Index: 9656, Salutary Label: 6, Ground Truth: 6, Influence Score: 12128.14453125
Index: 9689, Salutary Label: 9, Ground Truth: 9, Influence Score: 39.57807922363281
Index: 9690, Salutary Label: 0, Ground Truth: 0, Influence Score: 676.7398071289062
Index: 9739, Salutary Label: 9, Ground Truth: 9, Influence Score: 5.833579063415527
Index: 9761, Salutary Label: 1, Ground Truth: 1, Influence Score: 23584.314453125
Index: 9811, Salutary Label: 1, Ground Truth: 8, Influence Score: 278913.0
Index: 9846, Salutary Label: 6, Ground Truth: 4, Influence Score: 294027.90625
Index: 9857, Salutary Label: 7, Ground Truth: 7, Influence Score: 240.79153442382812
Index: 9866, Salutary Label: 6, Ground Truth: 6, Influence Score: 464903.0
Index: 9871, Salutary Label: 1, Ground Truth: 1, Influence Score: 4297.638671875
Index: 9907, Salutary Label: 7, Ground Truth: 7, Influence Score: 3637.069091796875
Index: 9916, Salutary Label: 6, Ground Truth: 3, Influence Score: 201800.65625
Index: 9931, Salutary Label: 1, Ground Truth: 1, Influence Score: 202589.046875
Index: 9945, Salutary Label: 5, Ground Truth: 5, Influence Score: 6.285563945770264
Index: 9967, Salutary Label: 7, Ground Truth: 7, Influence Score: 9.368525505065918
Index: 9971, Salutary Label: 1, Ground Truth: 1, Influence Score: 262810.4375
Index: 9989, Salutary Label: 9, Ground Truth: 9, Influence Score: 0.6635311841964722
Index: 10046, Salutary Label: 6, Ground Truth: 6, Influence Score: 42079.140625
Index: 10076, Salutary Label: 6, Ground Truth: 6, Influence Score: 103180.1171875
Index: 10096, Salutary Label: 6, Ground Truth: 2, Influence Score: 1825358.375
Index: 10102, Salutary Label: 2, Ground Truth: 5, Influence Score: 272651.1875
Index: 10111, Salutary Label: 1, Ground Truth: 1, Influence Score: 78.76116180419922
Index: 10120, Salutary Label: 0, Ground Truth: 9, Influence Score: 106703.4140625
Index: 10132, Salutary Label: 2, Ground Truth: 6, Influence Score: 297067.3125
Index: 10171, Salutary Label: 1, Ground Truth: 1, Influence Score: 12391.751953125
Index: 10210, Salutary Label: 0, Ground Truth: 0, Influence Score: 49909.296875
Index: 10226, Salutary Label: 6, Ground Truth: 3, Influence Score: 473914.53125
Index: 10231, Salutary Label: 1, Ground Truth: 1, Influence Score: 11271.408203125
Correct labels: 314/396
