Index: 17, Salutary Label: 7, Ground Truth: 7, Influence Score: -0.08879879862070084
Index: 9010, Salutary Label: 0, Ground Truth: 2, Influence Score: 754253.9375
Index: 9022, Salutary Label: 2, Ground Truth: 2, Influence Score: 1779486.0
Index: 9049, Salutary Label: 9, Ground Truth: 9, Influence Score: 72.95624542236328
Index: 9061, Salutary Label: 1, Ground Truth: 1, Influence Score: 9081.0244140625
Index: 9082, Salutary Label: 2, Ground Truth: 2, Influence Score: 29935.708984375
Index: 9135, Salutary Label: 5, Ground Truth: 9, Influence Score: 160987.0
Index: 9177, Salutary Label: 7, Ground Truth: 7, Influence Score: 0.020138457417488098
Index: 9188, Salutary Label: 8, Ground Truth: 8, Influence Score: 5291.853515625
Index: 9226, Salutary Label: 6, Ground Truth: 6, Influence Score: 1078012.5
Index: 9251, Salutary Label: 1, Ground Truth: 1, Influence Score: 70695.734375
Index: 9341, Salutary Label: 1, Ground Truth: 1, Influence Score: 7.170129776000977
Index: 9361, Salutary Label: 1, Ground Truth: 1, Influence Score: 4039.0703125
Index: 9408, Salutary Label: 8, Ground Truth: 8, Influence Score: 1387.820068359375
Index: 9437, Salutary Label: 7, Ground Truth: 7, Influence Score: 85178.296875
Index: 9449, Salutary Label: 9, Ground Truth: 9, Influence Score: 102.36225891113281
Index: 9465, Salutary Label: 5, Ground Truth: 5, Influence Score: 1377661.625
Index: 9479, Salutary Label: 9, Ground Truth: 9, Influence Score: 15389.84765625
Index: 9501, Salutary Label: 1, Ground Truth: 1, Influence Score: 86257.0
Index: 9532, Salutary Label: 2, Ground Truth: 2, Influence Score: 22849.345703125
Index: 9628, Salutary Label: 8, Ground Truth: 8, Influence Score: 6793.9609375
Index: 9661, Salutary Label: 1, Ground Truth: 1, Influence Score: 404575.21875
Index: 9688, Salutary Label: 8, Ground Truth: 8, Influence Score: 8370.96875
Index: 9725, Salutary Label: 5, Ground Truth: 5, Influence Score: 9825.037109375
Index: 9749, Salutary Label: 9, Ground Truth: 9, Influence Score: 1004.4832763671875
Index: 9787, Salutary Label: 7, Ground Truth: 7, Influence Score: 2901.322265625
Index: 9819, Salutary Label: 9, Ground Truth: 9, Influence Score: 283.13739013671875
Index: 9857, Salutary Label: 7, Ground Truth: 7, Influence Score: 86.53482818603516
Index: 9866, Salutary Label: 6, Ground Truth: 8, Influence Score: 266848.0
Index: 9892, Salutary Label: 2, Ground Truth: 2, Influence Score: 8753.03515625
Index: 9981, Salutary Label: 1, Ground Truth: 1, Influence Score: 452510.8125
Index: 10002, Salutary Label: 2, Ground Truth: 2, Influence Score: 351808.75
Index: 10012, Salutary Label: 2, Ground Truth: 0, Influence Score: 499693.9375
Index: 10029, Salutary Label: 9, Ground Truth: 9, Influence Score: 890.520263671875
Index: 10076, Salutary Label: 6, Ground Truth: 6, Influence Score: 1156948.75
Index: 10082, Salutary Label: 2, Ground Truth: 2, Influence Score: 19925.822265625
Index: 10119, Salutary Label: 9, Ground Truth: 9, Influence Score: 948.7099609375
Index: 10150, Salutary Label: 0, Ground Truth: 0, Influence Score: 201787.96875
Index: 10161, Salutary Label: 1, Ground Truth: 1, Influence Score: 241543.890625
Index: 10181, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.917182445526123
Index: 10191, Salutary Label: 1, Ground Truth: 1, Influence Score: 74691.8359375
Index: 10209, Salutary Label: 9, Ground Truth: 9, Influence Score: 103.49050903320312
Index: 10211, Salutary Label: 1, Ground Truth: 1, Influence Score: 1065.8023681640625
Index: 10226, Salutary Label: 6, Ground Truth: 6, Influence Score: 564169.125
Correct labels: 323/386
