Index: 11, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.03363306075334549
Index: 9711, Salutary Label: 1, Ground Truth: 1, Influence Score: 166.715576171875
Index: 9728, Salutary Label: 8, Ground Truth: 8, Influence Score: 1349207.75
Index: 9827, Salutary Label: 7, Ground Truth: 7, Influence Score: 470025.0625
Index: 9927, Salutary Label: 7, Ground Truth: 7, Influence Score: 12149.796875
Index: 9955, Salutary Label: 5, Ground Truth: 5, Influence Score: 1752.91064453125
Index: 10027, Salutary Label: 7, Ground Truth: 4, Influence Score: 501238.625
Index: 10037, Salutary Label: 7, Ground Truth: 7, Influence Score: 4175.42822265625
Index: 10048, Salutary Label: 8, Ground Truth: 8, Influence Score: 320089.8125
Index: 10087, Salutary Label: 7, Ground Truth: 7, Influence Score: 822296.75
Index: 10150, Salutary Label: 0, Ground Truth: 0, Influence Score: 20424.0
Index: 10171, Salutary Label: 1, Ground Truth: 1, Influence Score: 9.217248916625977
Index: 10201, Salutary Label: 1, Ground Truth: 1, Influence Score: 243582.6875
Index: 10251, Salutary Label: 1, Ground Truth: 0, Influence Score: 461052.0625
Index: 10297, Salutary Label: 7, Ground Truth: 7, Influence Score: 199831.140625
Index: 10329, Salutary Label: 9, Ground Truth: 1, Influence Score: 351234.0
Index: 10331, Salutary Label: 1, Ground Truth: 1, Influence Score: 51252.4609375
Index: 10343, Salutary Label: 3, Ground Truth: 3, Influence Score: 35144.28125
Index: 10399, Salutary Label: 9, Ground Truth: 9, Influence Score: 1477538.75
Index: 10402, Salutary Label: 2, Ground Truth: 5, Influence Score: 1820088.875
Index: 10487, Salutary Label: 7, Ground Truth: 2, Influence Score: 935678.75
Index: 10527, Salutary Label: 7, Ground Truth: 7, Influence Score: 526814.9375
Index: 10579, Salutary Label: 9, Ground Truth: 9, Influence Score: 1698851.875
Index: 10581, Salutary Label: 1, Ground Truth: 1, Influence Score: 613985.5
Index: 10619, Salutary Label: 9, Ground Truth: 9, Influence Score: 68497.890625
Index: 10651, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.0536296367645264
Index: 10707, Salutary Label: 7, Ground Truth: 7, Influence Score: 103284.96875
Index: 10720, Salutary Label: 0, Ground Truth: 0, Influence Score: 1807.719482421875
Index: 10788, Salutary Label: 8, Ground Truth: 8, Influence Score: 201872.859375
Index: 10799, Salutary Label: 9, Ground Truth: 9, Influence Score: 145478.6875
Index: 10809, Salutary Label: 9, Ground Truth: 9, Influence Score: 18044.25390625
Index: 10845, Salutary Label: 5, Ground Truth: 5, Influence Score: 5204.0029296875
Index: 10861, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.9662816524505615
Index: 10871, Salutary Label: 1, Ground Truth: 1, Influence Score: 407.16351318359375
Index: 10907, Salutary Label: 7, Ground Truth: 7, Influence Score: 160351.203125
Index: 10939, Salutary Label: 9, Ground Truth: 9, Influence Score: 1692670.25
Index: 10972, Salutary Label: 2, Ground Truth: 4, Influence Score: 139191.625
Index: 10980, Salutary Label: 0, Ground Truth: 0, Influence Score: 224988.25
Index: 11017, Salutary Label: 7, Ground Truth: 7, Influence Score: 1890495.75
Index: 11111, Salutary Label: 1, Ground Truth: 1, Influence Score: 7218.35693359375
Index: 11139, Salutary Label: 9, Ground Truth: 9, Influence Score: 1324256.0
Index: 11147, Salutary Label: 7, Ground Truth: 7, Influence Score: 112.5654525756836
Index: 11185, Salutary Label: 5, Ground Truth: 5, Influence Score: 75.5913314819336
Index: 11221, Salutary Label: 1, Ground Truth: 1, Influence Score: 34.24168395996094
Index: 11250, Salutary Label: 0, Ground Truth: 0, Influence Score: 37149.9765625
Index: 11290, Salutary Label: 0, Ground Truth: 0, Influence Score: 20.83753204345703
Index: 11305, Salutary Label: 5, Ground Truth: 5, Influence Score: 0.0008037276566028595
Index: 11311, Salutary Label: 1, Ground Truth: 1, Influence Score: 6938.7080078125
Index: 11339, Salutary Label: 9, Ground Truth: 5, Influence Score: 659265.5
Index: 11371, Salutary Label: 1, Ground Truth: 1, Influence Score: 66.60224151611328
Index: 11403, Salutary Label: 3, Ground Truth: 3, Influence Score: 1035065.75
Index: 11418, Salutary Label: 8, Ground Truth: 8, Influence Score: 134500.640625
Index: 11455, Salutary Label: 5, Ground Truth: 5, Influence Score: 125.70792388916016
Index: 11460, Salutary Label: 0, Ground Truth: 0, Influence Score: 406.046142578125
Index: 11479, Salutary Label: 9, Ground Truth: 9, Influence Score: 116.93926239013672
Index: 11497, Salutary Label: 7, Ground Truth: 4, Influence Score: 1922344.75
Index: 11501, Salutary Label: 1, Ground Truth: 1, Influence Score: 457424.3125
Index: 11525, Salutary Label: 5, Ground Truth: 5, Influence Score: 5562.48291015625
Index: 11560, Salutary Label: 0, Ground Truth: 0, Influence Score: 17962.955078125
Index: 11631, Salutary Label: 1, Ground Truth: 1, Influence Score: 527.3998413085938
Index: 11737, Salutary Label: 7, Ground Truth: 7, Influence Score: 105562.390625
Index: 11791, Salutary Label: 1, Ground Truth: 1, Influence Score: 5021.26171875
Index: 11810, Salutary Label: 0, Ground Truth: 0, Influence Score: 3879.08935546875
Index: 11830, Salutary Label: 0, Ground Truth: 0, Influence Score: 2178.5791015625
Index: 11867, Salutary Label: 7, Ground Truth: 7, Influence Score: 4612.1083984375
Index: 11871, Salutary Label: 1, Ground Truth: 1, Influence Score: 574.4876708984375
Index: 11907, Salutary Label: 7, Ground Truth: 7, Influence Score: 2517.84814453125
Index: 11987, Salutary Label: 7, Ground Truth: 7, Influence Score: 201817.8125
Index: 11997, Salutary Label: 7, Ground Truth: 7, Influence Score: 1371379.625
Index: 12022, Salutary Label: 2, Ground Truth: 2, Influence Score: 222130.578125
Index: 12048, Salutary Label: 8, Ground Truth: 8, Influence Score: 1613211.625
Index: 12050, Salutary Label: 0, Ground Truth: 0, Influence Score: 14.843582153320312
Index: 12067, Salutary Label: 7, Ground Truth: 7, Influence Score: 1185.4552001953125
Index: 12098, Salutary Label: 8, Ground Truth: 8, Influence Score: 6588.59130859375
Index: 12249, Salutary Label: 9, Ground Truth: 5, Influence Score: 508087.5
Index: 12277, Salutary Label: 7, Ground Truth: 7, Influence Score: 105.57522583007812
Index: 12295, Salutary Label: 5, Ground Truth: 5, Influence Score: 4652.95263671875
Index: 12301, Salutary Label: 1, Ground Truth: 1, Influence Score: 76471.59375
Index: 12321, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.8555912971496582
Index: 12338, Salutary Label: 8, Ground Truth: 8, Influence Score: 408334.9375
Index: 12385, Salutary Label: 5, Ground Truth: 5, Influence Score: 471.22039794921875
Index: 12408, Salutary Label: 8, Ground Truth: 8, Influence Score: 6445.625
Index: 12427, Salutary Label: 7, Ground Truth: 7, Influence Score: 86004.21875
Index: 12435, Salutary Label: 5, Ground Truth: 5, Influence Score: 50.774192810058594
Index: 12451, Salutary Label: 1, Ground Truth: 1, Influence Score: 212.18911743164062
Index: 12500, Salutary Label: 0, Ground Truth: 0, Influence Score: 983.072998046875
Index: 12521, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0427822470664978
Index: 12537, Salutary Label: 7, Ground Truth: 7, Influence Score: 210.57022094726562
Index: 12541, Salutary Label: 1, Ground Truth: 1, Influence Score: 199.11123657226562
Index: 12555, Salutary Label: 5, Ground Truth: 5, Influence Score: 27870.91015625
Index: 12560, Salutary Label: 0, Ground Truth: 0, Influence Score: 3300.07080078125
Index: 12588, Salutary Label: 8, Ground Truth: 0, Influence Score: 1112878.0
Index: 12597, Salutary Label: 7, Ground Truth: 5, Influence Score: 73.03079986572266
Index: 12677, Salutary Label: 7, Ground Truth: 7, Influence Score: 9.327921867370605
Index: 12694, Salutary Label: 4, Ground Truth: 4, Influence Score: 264.84136962890625
Index: 12739, Salutary Label: 9, Ground Truth: 9, Influence Score: 6356.82666015625
Index: 12791, Salutary Label: 1, Ground Truth: 1, Influence Score: 479.37164306640625
Index: 12837, Salutary Label: 7, Ground Truth: 7, Influence Score: 1260.3089599609375
Index: 12867, Salutary Label: 7, Ground Truth: 5, Influence Score: 1737476.25
Index: 12881, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.027147546410560608
Index: 12891, Salutary Label: 1, Ground Truth: 1, Influence Score: 23.13934326171875
Index: 12949, Salutary Label: 9, Ground Truth: 2, Influence Score: 762070.0
Index: 12989, Salutary Label: 9, Ground Truth: 5, Influence Score: 1129305.5
Index: 13021, Salutary Label: 1, Ground Truth: 1, Influence Score: 1354.9306640625
Index: 13060, Salutary Label: 0, Ground Truth: 0, Influence Score: 1306.72314453125
Index: 13088, Salutary Label: 8, Ground Truth: 8, Influence Score: 381171.25
Index: 13119, Salutary Label: 9, Ground Truth: 9, Influence Score: 66.0571517944336
Index: 13120, Salutary Label: 0, Ground Truth: 0, Influence Score: 28418.0234375
Index: 13141, Salutary Label: 1, Ground Truth: 1, Influence Score: 248.661865234375
Index: 13225, Salutary Label: 5, Ground Truth: 5, Influence Score: -0.004585418850183487
Index: 13247, Salutary Label: 7, Ground Truth: 7, Influence Score: 90689.265625
Index: 13304, Salutary Label: 4, Ground Truth: 4, Influence Score: 315.22882080078125
Index: 13331, Salutary Label: 1, Ground Truth: 1, Influence Score: 130.18276977539062
Index: 13351, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0018204606603831053
Index: 13437, Salutary Label: 7, Ground Truth: 7, Influence Score: 117198.453125
Index: 13447, Salutary Label: 7, Ground Truth: 7, Influence Score: 138751.8125
Index: 13467, Salutary Label: 7, Ground Truth: 7, Influence Score: 13466.470703125
Index: 13471, Salutary Label: 1, Ground Truth: 1, Influence Score: 2708.2890625
Index: 13521, Salutary Label: 1, Ground Truth: 1, Influence Score: 65.75077819824219
Index: 13559, Salutary Label: 9, Ground Truth: 9, Influence Score: 21707.251953125
Index: 13587, Salutary Label: 7, Ground Truth: 3, Influence Score: 1781273.5
Index: 13637, Salutary Label: 7, Ground Truth: 7, Influence Score: 1911877.875
Index: 13665, Salutary Label: 5, Ground Truth: 5, Influence Score: 21296.05859375
Index: 13671, Salutary Label: 1, Ground Truth: 1, Influence Score: 77.0804214477539
Index: 13697, Salutary Label: 7, Ground Truth: 7, Influence Score: 1645278.0
Index: 13720, Salutary Label: 0, Ground Truth: 0, Influence Score: 109.52313232421875
Index: 13741, Salutary Label: 1, Ground Truth: 1, Influence Score: 2364.9599609375
Index: 13760, Salutary Label: 0, Ground Truth: 0, Influence Score: 2062.2236328125
Index: 13859, Salutary Label: 9, Ground Truth: 9, Influence Score: 333056.25
Index: 13897, Salutary Label: 7, Ground Truth: 7, Influence Score: 1386634.125
Index: 13921, Salutary Label: 1, Ground Truth: 1, Influence Score: 289.01361083984375
Index: 13950, Salutary Label: 0, Ground Truth: 2, Influence Score: 243870.875
Index: 13965, Salutary Label: 5, Ground Truth: 5, Influence Score: 2931.3505859375
Index: 14002, Salutary Label: 2, Ground Truth: 5, Influence Score: 1941828.5
Index: 14021, Salutary Label: 1, Ground Truth: 1, Influence Score: 21742.962890625
Index: 14125, Salutary Label: 5, Ground Truth: 5, Influence Score: 1080.7291259765625
Index: 14159, Salutary Label: 9, Ground Truth: 9, Influence Score: 25997.25390625
Index: 14199, Salutary Label: 9, Ground Truth: 9, Influence Score: 842064.5
Index: 14200, Salutary Label: 0, Ground Truth: 0, Influence Score: 133942.828125
Index: 14217, Salutary Label: 7, Ground Truth: 7, Influence Score: 388086.6875
Index: 14238, Salutary Label: 8, Ground Truth: 8, Influence Score: 299020.28125
Index: 14272, Salutary Label: 2, Ground Truth: 2, Influence Score: 96319.9921875
Index: 14301, Salutary Label: 1, Ground Truth: 1, Influence Score: 3318.097900390625
Index: 14331, Salutary Label: 1, Ground Truth: 1, Influence Score: 312.29052734375
Index: 14392, Salutary Label: 2, Ground Truth: 0, Influence Score: 1100895.25
Index: 14417, Salutary Label: 7, Ground Truth: 7, Influence Score: 11.483243942260742
Index: 14507, Salutary Label: 7, Ground Truth: 7, Influence Score: 1348.24072265625
Index: 14527, Salutary Label: 7, Ground Truth: 7, Influence Score: 269743.5
Index: 14532, Salutary Label: 2, Ground Truth: 2, Influence Score: 1831270.0
Index: 14540, Salutary Label: 0, Ground Truth: 0, Influence Score: 1324.63671875
Index: 14561, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.01675666868686676
Index: 14587, Salutary Label: 7, Ground Truth: 7, Influence Score: 1667250.25
Index: 14597, Salutary Label: 7, Ground Truth: 5, Influence Score: 240975.515625
Index: 14622, Salutary Label: 2, Ground Truth: 2, Influence Score: 536041.6875
Index: 14631, Salutary Label: 1, Ground Truth: 1, Influence Score: 507.2873229980469
Index: 14643, Salutary Label: 3, Ground Truth: 3, Influence Score: 1050381.25
Index: 14667, Salutary Label: 7, Ground Truth: 4, Influence Score: 1986603.375
Index: 14671, Salutary Label: 1, Ground Truth: 1, Influence Score: 223.58546447753906
Index: 14691, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.0140280723571777
Index: 14701, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.106626510620117
Index: 14731, Salutary Label: 1, Ground Truth: 1, Influence Score: 17407.29296875
Index: 14780, Salutary Label: 0, Ground Truth: 0, Influence Score: 59326.21875
Index: 14790, Salutary Label: 0, Ground Truth: 0, Influence Score: 1482.21240234375
Index: 14817, Salutary Label: 7, Ground Truth: 7, Influence Score: 6503.6474609375
Index: 14848, Salutary Label: 8, Ground Truth: 8, Influence Score: 25421.4609375
Index: 14891, Salutary Label: 1, Ground Truth: 1, Influence Score: 581.100341796875
Index: 14917, Salutary Label: 7, Ground Truth: 7, Influence Score: 99.80399322509766
Index: 14921, Salutary Label: 1, Ground Truth: 1, Influence Score: 424.050048828125
Index: 14991, Salutary Label: 1, Ground Truth: 1, Influence Score: 345.388671875
Index: 15012, Salutary Label: 2, Ground Truth: 2, Influence Score: 1894139.5
Index: 15029, Salutary Label: 9, Ground Truth: 9, Influence Score: 104736.9765625
Index: 15036, Salutary Label: 6, Ground Truth: 6, Influence Score: 238.30880737304688
Index: 15051, Salutary Label: 1, Ground Truth: 1, Influence Score: 187983.578125
Index: 15060, Salutary Label: 0, Ground Truth: 0, Influence Score: 4690.7685546875
Index: 15087, Salutary Label: 7, Ground Truth: 7, Influence Score: 51490.7109375
Index: 15137, Salutary Label: 7, Ground Truth: 7, Influence Score: 14072.2373046875
Index: 15169, Salutary Label: 9, Ground Truth: 9, Influence Score: 406301.75
Index: 15191, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0021267347037792206
Index: 15219, Salutary Label: 9, Ground Truth: 9, Influence Score: 552787.5625
Index: 15268, Salutary Label: 8, Ground Truth: 1, Influence Score: 1870103.0
Index: 15312, Salutary Label: 2, Ground Truth: 2, Influence Score: 115.80743408203125
Index: 15335, Salutary Label: 5, Ground Truth: 3, Influence Score: 99340.3125
Index: 15357, Salutary Label: 7, Ground Truth: 7, Influence Score: 42463.40234375
Index: 15370, Salutary Label: 0, Ground Truth: 0, Influence Score: 3942.776611328125
Index: 15380, Salutary Label: 0, Ground Truth: 2, Influence Score: 190339.34375
Index: 15399, Salutary Label: 9, Ground Truth: 9, Influence Score: 5820.48828125
Index: 15407, Salutary Label: 7, Ground Truth: 4, Influence Score: 1820184.5
Index: 15425, Salutary Label: 5, Ground Truth: 5, Influence Score: 37408.44140625
Index: 15445, Salutary Label: 5, Ground Truth: 5, Influence Score: -0.001913066953420639
Index: 15457, Salutary Label: 7, Ground Truth: 4, Influence Score: 1362342.0
Index: 15477, Salutary Label: 7, Ground Truth: 5, Influence Score: 1270973.0
Index: 15489, Salutary Label: 9, Ground Truth: 9, Influence Score: 105583.90625
Index: 15560, Salutary Label: 0, Ground Truth: 0, Influence Score: 10868.33984375
Index: 15579, Salutary Label: 9, Ground Truth: 4, Influence Score: 919411.8125
Index: 15597, Salutary Label: 7, Ground Truth: 7, Influence Score: 308565.65625
Index: 15601, Salutary Label: 1, Ground Truth: 1, Influence Score: 6581.626953125
Index: 15652, Salutary Label: 2, Ground Truth: 2, Influence Score: 310052.4375
Index: 15701, Salutary Label: 1, Ground Truth: 1, Influence Score: 10993.4814453125
Index: 15729, Salutary Label: 9, Ground Truth: 3, Influence Score: 966273.5
Index: 15737, Salutary Label: 7, Ground Truth: 7, Influence Score: 691049.5
Index: 15749, Salutary Label: 9, Ground Truth: 9, Influence Score: 2083.9189453125
Index: 15750, Salutary Label: 0, Ground Truth: 8, Influence Score: 23997.90625
Index: 15766, Salutary Label: 6, Ground Truth: 6, Influence Score: 0.15245375037193298
Index: 15775, Salutary Label: 5, Ground Truth: 5, Influence Score: 7881.8408203125
Index: 15821, Salutary Label: 1, Ground Truth: 1, Influence Score: 910022.6875
Index: 15830, Salutary Label: 0, Ground Truth: 0, Influence Score: 232820.34375
Index: 15841, Salutary Label: 1, Ground Truth: 1, Influence Score: 10.89066219329834
Index: 15850, Salutary Label: 0, Ground Truth: 0, Influence Score: 16096.3037109375
Index: 15869, Salutary Label: 9, Ground Truth: 9, Influence Score: 35324.0546875
Index: 15887, Salutary Label: 7, Ground Truth: 7, Influence Score: 1772151.25
Index: 15897, Salutary Label: 7, Ground Truth: 7, Influence Score: 28141.6015625
Index: 15908, Salutary Label: 8, Ground Truth: 8, Influence Score: 10576.7841796875
Index: 15930, Salutary Label: 0, Ground Truth: 0, Influence Score: 255660.1875
Index: 15940, Salutary Label: 0, Ground Truth: 0, Influence Score: 14980.1953125
Index: 15967, Salutary Label: 7, Ground Truth: 7, Influence Score: 4448.5146484375
Index: 15997, Salutary Label: 7, Ground Truth: 7, Influence Score: 103177.8984375
Index: 16001, Salutary Label: 1, Ground Truth: 1, Influence Score: 7213.44873046875
Index: 16031, Salutary Label: 1, Ground Truth: 1, Influence Score: 14859.478515625
Index: 16136, Salutary Label: 6, Ground Truth: 6, Influence Score: 0.1072314977645874
Index: 16141, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.13716208934783936
Index: 16211, Salutary Label: 1, Ground Truth: 1, Influence Score: 60.81789016723633
Index: 16227, Salutary Label: 7, Ground Truth: 7, Influence Score: 105436.2734375
Index: 16237, Salutary Label: 7, Ground Truth: 7, Influence Score: 43749.55078125
Index: 16259, Salutary Label: 9, Ground Truth: 3, Influence Score: 886334.0
Index: 16262, Salutary Label: 2, Ground Truth: 2, Influence Score: 298535.75
Index: 16295, Salutary Label: 5, Ground Truth: 3, Influence Score: 627558.5625
Index: 16361, Salutary Label: 1, Ground Truth: 1, Influence Score: 140.8367156982422
Index: 16385, Salutary Label: 5, Ground Truth: 5, Influence Score: 210401.15625
Index: 16417, Salutary Label: 7, Ground Truth: 7, Influence Score: 5605.53759765625
Index: 16490, Salutary Label: 0, Ground Truth: 0, Influence Score: 386.33819580078125
Index: 16540, Salutary Label: 0, Ground Truth: 0, Influence Score: 394.9794921875
Index: 16551, Salutary Label: 1, Ground Truth: 9, Influence Score: 98080.265625
Index: 16580, Salutary Label: 0, Ground Truth: 0, Influence Score: 37261.46484375
Index: 16597, Salutary Label: 7, Ground Truth: 7, Influence Score: 2158.61865234375
Index: 16609, Salutary Label: 9, Ground Truth: 8, Influence Score: 937835.3125
Index: 16617, Salutary Label: 7, Ground Truth: 7, Influence Score: 52250.84375
Index: 16649, Salutary Label: 9, Ground Truth: 9, Influence Score: 518479.65625
Index: 16660, Salutary Label: 0, Ground Truth: 6, Influence Score: 1129021.625
Index: 16692, Salutary Label: 2, Ground Truth: 2, Influence Score: 17518.27734375
Index: 16700, Salutary Label: 0, Ground Truth: 8, Influence Score: 1975996.875
Index: 16712, Salutary Label: 2, Ground Truth: 2, Influence Score: 99210.6328125
Index: 16741, Salutary Label: 1, Ground Truth: 1, Influence Score: 665.6062622070312
Index: 16762, Salutary Label: 2, Ground Truth: 6, Influence Score: 503089.78125
Index: 16861, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.07082770764827728
Index: 16947, Salutary Label: 7, Ground Truth: 7, Influence Score: 1607374.875
Index: 16995, Salutary Label: 5, Ground Truth: 5, Influence Score: 441.68359375
Index: 17010, Salutary Label: 0, Ground Truth: 0, Influence Score: 17081.259765625
Index: 17025, Salutary Label: 5, Ground Truth: 5, Influence Score: 1320943.75
Index: 17057, Salutary Label: 7, Ground Truth: 7, Influence Score: 1425776.75
Index: 17070, Salutary Label: 0, Ground Truth: 0, Influence Score: 14560.677734375
Index: 17170, Salutary Label: 0, Ground Truth: 0, Influence Score: 2026.3612060546875
Index: 17187, Salutary Label: 7, Ground Truth: 7, Influence Score: 38612.0546875
Index: 17197, Salutary Label: 7, Ground Truth: 7, Influence Score: 1741735.0
Index: 17287, Salutary Label: 7, Ground Truth: 7, Influence Score: 952.2103271484375
Index: 17301, Salutary Label: 1, Ground Truth: 1, Influence Score: 383.19171142578125
Index: 17350, Salutary Label: 0, Ground Truth: 0, Influence Score: 168.17568969726562
Index: 17368, Salutary Label: 8, Ground Truth: 8, Influence Score: 246785.21875
Index: 17377, Salutary Label: 7, Ground Truth: 7, Influence Score: 144958.59375
Index: 17390, Salutary Label: 0, Ground Truth: 0, Influence Score: 17312.66015625
Index: 17417, Salutary Label: 7, Ground Truth: 7, Influence Score: 724169.0625
Index: 17470, Salutary Label: 0, Ground Truth: 0, Influence Score: 181567.5625
Index: 17507, Salutary Label: 7, Ground Truth: 7, Influence Score: 9429.0146484375
Index: 17648, Salutary Label: 8, Ground Truth: 8, Influence Score: 1189092.25
Index: 17655, Salutary Label: 5, Ground Truth: 3, Influence Score: 33426.46875
Index: 17695, Salutary Label: 5, Ground Truth: 5, Influence Score: 107141.2421875
Index: 17727, Salutary Label: 7, Ground Truth: 7, Influence Score: 336.7928161621094
Index: 17738, Salutary Label: 8, Ground Truth: 1, Influence Score: 265311.0
Index: 17750, Salutary Label: 0, Ground Truth: 0, Influence Score: 24.729467391967773
Index: 17815, Salutary Label: 5, Ground Truth: 5, Influence Score: 4087.27685546875
Index: 17827, Salutary Label: 7, Ground Truth: 7, Influence Score: 25748.5078125
Index: 17848, Salutary Label: 8, Ground Truth: 8, Influence Score: 742769.75
Index: 17863, Salutary Label: 3, Ground Truth: 3, Influence Score: 225387.875
Index: 17889, Salutary Label: 9, Ground Truth: 9, Influence Score: 1114581.0
Index: 17918, Salutary Label: 8, Ground Truth: 8, Influence Score: 1944768.125
Index: 17920, Salutary Label: 0, Ground Truth: 0, Influence Score: 458.7394714355469
Index: 17987, Salutary Label: 7, Ground Truth: 7, Influence Score: 3645.841796875
Index: 17991, Salutary Label: 1, Ground Truth: 1, Influence Score: 7219.62109375
Index: 18008, Salutary Label: 8, Ground Truth: 8, Influence Score: 833643.125
Index: 18020, Salutary Label: 0, Ground Truth: 0, Influence Score: 0.08320163935422897
Index: 18049, Salutary Label: 9, Ground Truth: 9, Influence Score: 35718.203125
Index: 18087, Salutary Label: 7, Ground Truth: 7, Influence Score: 828822.9375
Index: 18100, Salutary Label: 0, Ground Truth: 0, Influence Score: 20284.994140625
Index: 18111, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.0009637086186558008
Index: 18122, Salutary Label: 2, Ground Truth: 5, Influence Score: 688279.5625
Index: 18130, Salutary Label: 0, Ground Truth: 0, Influence Score: 1788.00244140625
Index: 18140, Salutary Label: 0, Ground Truth: 0, Influence Score: 27789.5546875
Index: 18251, Salutary Label: 1, Ground Truth: 1, Influence Score: 23792.794921875
Index: 18305, Salutary Label: 5, Ground Truth: 5, Influence Score: 662361.8125
Index: 18318, Salutary Label: 8, Ground Truth: 8, Influence Score: 375171.40625
Index: 18325, Salutary Label: 5, Ground Truth: 5, Influence Score: 4356.3623046875
Index: 18361, Salutary Label: 1, Ground Truth: 1, Influence Score: 1129.355224609375
Index: 18371, Salutary Label: 1, Ground Truth: 1, Influence Score: 2407.9912109375
Index: 18389, Salutary Label: 9, Ground Truth: 9, Influence Score: 14287.2021484375
Index: 18431, Salutary Label: 1, Ground Truth: 1, Influence Score: 5.880402088165283
Index: 18449, Salutary Label: 9, Ground Truth: 1, Influence Score: 1376578.0
Index: 18451, Salutary Label: 1, Ground Truth: 1, Influence Score: 512131.9375
Index: 18498, Salutary Label: 8, Ground Truth: 8, Influence Score: 1985128.5
Index: 18517, Salutary Label: 7, Ground Truth: 5, Influence Score: 1648767.25
Index: 18531, Salutary Label: 1, Ground Truth: 1, Influence Score: 5917.80615234375
Index: 18542, Salutary Label: 2, Ground Truth: 2, Influence Score: 28566.841796875
Index: 18569, Salutary Label: 9, Ground Truth: 9, Influence Score: 3872.75830078125
Index: 18579, Salutary Label: 9, Ground Truth: 9, Influence Score: 1536494.75
Index: 18581, Salutary Label: 1, Ground Truth: 1, Influence Score: 4.6487226486206055
Index: 18601, Salutary Label: 1, Ground Truth: 1, Influence Score: 0.05987713113427162
Index: 18611, Salutary Label: 1, Ground Truth: 1, Influence Score: 28.872360229492188
Index: 18640, Salutary Label: 0, Ground Truth: 8, Influence Score: 59143.95703125
Index: 18660, Salutary Label: 0, Ground Truth: 0, Influence Score: 4.120110511779785
Index: 18679, Salutary Label: 9, Ground Truth: 9, Influence Score: 244.50807189941406
Index: 18689, Salutary Label: 9, Ground Truth: 9, Influence Score: 656677.4375
Index: 18691, Salutary Label: 1, Ground Truth: 1, Influence Score: 5712.98193359375
Index: 18727, Salutary Label: 7, Ground Truth: 7, Influence Score: 2277.32080078125
Index: 18730, Salutary Label: 0, Ground Truth: 0, Influence Score: 49625.4453125
Index: 18741, Salutary Label: 1, Ground Truth: 1, Influence Score: 707.89990234375
Index: 18755, Salutary Label: 5, Ground Truth: 5, Influence Score: 66.06231689453125
Index: 18799, Salutary Label: 9, Ground Truth: 9, Influence Score: 631934.5625
Index: 18801, Salutary Label: 1, Ground Truth: 1, Influence Score: 46.478729248046875
Index: 18830, Salutary Label: 0, Ground Truth: 0, Influence Score: 4569.8642578125
Index: 18900, Salutary Label: 0, Ground Truth: 0, Influence Score: 42905.5546875
Index: 18920, Salutary Label: 0, Ground Truth: 0, Influence Score: 686145.25
Index: 18937, Salutary Label: 7, Ground Truth: 7, Influence Score: 20396.330078125
Index: 18957, Salutary Label: 7, Ground Truth: 7, Influence Score: 509636.71875
Index: 18981, Salutary Label: 1, Ground Truth: 1, Influence Score: -0.14551585912704468
Index: 19013, Salutary Label: 3, Ground Truth: 3, Influence Score: 1203014.375
Index: 19048, Salutary Label: 8, Ground Truth: 8, Influence Score: 480049.0
Index: 19080, Salutary Label: 0, Ground Truth: 9, Influence Score: 594975.4375
Index: 19093, Salutary Label: 3, Ground Truth: 3, Influence Score: 725567.625
Index: 19101, Salutary Label: 1, Ground Truth: 1, Influence Score: 3.8712100982666016
Index: 19142, Salutary Label: 2, Ground Truth: 2, Influence Score: 61339.32421875
Index: 19168, Salutary Label: 8, Ground Truth: 8, Influence Score: 4010.918701171875
Index: 19170, Salutary Label: 0, Ground Truth: 0, Influence Score: 14117.470703125
Index: 19181, Salutary Label: 1, Ground Truth: 1, Influence Score: 593485.5625
Index: 19201, Salutary Label: 1, Ground Truth: 1, Influence Score: 21345.853515625
Index: 19229, Salutary Label: 9, Ground Truth: 9, Influence Score: 123.7418441772461
Index: 19230, Salutary Label: 0, Ground Truth: 0, Influence Score: 38511.69921875
Index: 19241, Salutary Label: 1, Ground Truth: 1, Influence Score: 1406.7445068359375
Index: 19275, Salutary Label: 5, Ground Truth: 5, Influence Score: 339576.1875
Index: 19299, Salutary Label: 9, Ground Truth: 9, Influence Score: 855953.0
Index: 19341, Salutary Label: 1, Ground Truth: 1, Influence Score: 960618.375
Index: 19411, Salutary Label: 1, Ground Truth: 1, Influence Score: 8.322765350341797
Index: 19459, Salutary Label: 9, Ground Truth: 9, Influence Score: 623.269287109375
Index: 19467, Salutary Label: 7, Ground Truth: 7, Influence Score: 5.470615863800049
